t,intr_x,intr_y,intr_z,def0_x,def0_y,def0_z,def1_x,def1_y,def1_z,event
14.3,-1401.9578857421875,-1.3860598890858e-08,-606.7249755859375,-48.72374725341797,-4.48878812789917,-2.9813873767852783,-48.80373764038086,4.154550552368164,-2.9414939880371094,
14.4,-1421.912109375,-1.6256883839105285e-08,-615.6801147460938,-49.068904876708984,-4.488546848297119,-2.9810709953308105,-49.148895263671875,4.153397560119629,-2.9411778450012207,
14.5,-1421.3138427734375,-1.8557402725605243e-08,-614.9837036132812,-49.44945526123047,-4.488280296325684,-2.980721950531006,-49.52944564819336,4.152144432067871,-2.9408295154571533,
14.600000000000001,-1441.2838134765625,-2.1058450982991417e-08,-623.9574584960938,-49.794612884521484,-4.488038539886475,-2.980405807495117,-49.874603271484375,4.151010036468506,-2.9405131340026855,
14.700000000000001,-1450.985595703125,-2.351232097907996e-08,-628.1146850585938,-50.15746307373047,-4.487784385681152,-2.9800736904144287,-50.23745346069336,4.149829387664795,-2.940181255340576,
14.8,-1450.38720703125,-2.6042336287446233e-08,-627.4183959960938,-50.538021087646484,-4.487517833709717,-2.9797253608703613,-50.618011474609375,4.148599624633789,-2.9398319721221924,
14.9,-1470.4046630859375,-2.8579250965776737e-08,-636.4473876953125,-50.927425384521484,-4.487245082855225,-2.979368209838867,-51.007415771484375,4.147350788116455,-2.9394755363464355,
15.0,-1469.8531494140625,-3.096030809501826e-08,-635.8060913085938,-51.23717498779297,-4.487028121948242,-2.9790849685668945,-51.31716537475586,4.146365642547607,-2.939192533493042,
15.100000000000001,-1479.5225830078125,-3.345714461033822e-08,-639.9269409179688,-51.60887908935547,-4.486767768859863,-2.9787445068359375,-51.68886947631836,4.145184516906738,-2.938851833343506,
15.200000000000001,-1489.191162109375,-3.570235307392977e-08,-644.0474853515625,-51.971736907958984,-4.486513614654541,-2.978412389755249,-52.051727294921875,4.144050598144531,-2.938519239425659,
